=== GBA Test Suite Runner ===
ROM:  tests/assets/roms/suite.gba
BIOS: tests/assets/roms/gba_bios.bin
Booting...
TMR write reload t=1249 val=0000 apply=1250
TMR write control t=1249 val=0000 apply=1250 width=4 addr=04000102
TMR apply reload t=1250 val=0000
TMR apply control t=1250 old=0000 new=0000 running=0 counter=0000 next=18446744073709551615
TMR disabled t=1250 counter=0000
TMR write control t=1405047 val=0000 apply=1405048 width=2 addr=04000102
TMR apply control t=1405048 old=0000 new=0000 running=0 counter=0000 next=18446744073709551615
TMR disabled t=1405048 counter=0000
TMR write reload t=1405223 val=FB1A apply=1405224
TMR apply reload t=1405224 val=FB1A
TMR write control t=1600379 val=0080 apply=1600380 width=2 addr=04000102
TMR apply control t=1600380 old=0000 new=0080 running=0 counter=0000 next=18446744073709551615
TMR enabled t=1600380 counter=FB1A reload=FB1A offset=0 next=1601635
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145260780 delta=143 lo=FFED hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR overflow t=0 cyc=145265409 cnt=0000 reload=FFED ctl=00C2
IRQ delay mask=0008 at=145265409 fire=145265413
IRQ fire mask=0008 cyc=145265413 ie=0008 ime=0001
CPU enter IRQ cyc=145265413 pc=03000734 cpsr=0000001F return=03000738
TMR disable write suite=3 test=21 sub=0 info=030000AC t=145265499 counter=FFED ctrl=00C2 pending=0000 apply=145265501
TMR write control t=145265499 val=0000 apply=145265501 width=2 addr=04000102
TMR apply control t=145265501 old=00C2 new=0000 running=1 counter=FFED next=145270273
TMR disabled t=145265501 counter=FFED
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145265542 delta=41 lo=FFED hi=0000 ctrl=0000 pending=0000 pending_valid=0 apply=18446744073709551615 running=0
TMR write reload t=145265553 val=FFFE apply=145265554
TMR write control t=145265553 val=00C3 apply=145265554 width=4 addr=04000102
TMR apply reload t=145265554 val=FFFE
TMR apply control t=145265554 old=0000 new=00C3 running=0 counter=FFED next=18446744073709551615
TMR enabled t=145265554 counter=FFFE reload=FFFE offset=914 next=145266689
TMR overflow t=0 cyc=145266689 cnt=0000 reload=FFFE ctl=00C3
IRQ delay mask=0008 at=145266689 fire=145266693
IRQ fire mask=0008 cyc=145266693 ie=0008 ime=0001
CPU enter IRQ cyc=145266693 pc=00000348 cpsr=2000001F return=0000034C
TMR disable write suite=3 test=21 sub=0 info=030000AC t=145266779 counter=FFFE ctrl=00C3 pending=0000 apply=145266781
TMR write control t=145266779 val=0000 apply=145266781 width=2 addr=04000102
TMR apply control t=145266781 old=00C3 new=0000 running=1 counter=FFFE next=145268737
TMR disabled t=145266781 counter=FFFE
TMR write reload t=145266880 val=FFED apply=145266881
TMR write control t=145266880 val=00C2 apply=145266881 width=4 addr=04000102
TMR apply reload t=145266881 val=FFED
TMR apply control t=145266881 old=0000 new=00C2 running=0 counter=FFFE next=18446744073709551615
TMR enabled t=145266881 counter=FFED reload=FFED offset=193 next=145271553
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145266899 delta=118 lo=FFED hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145266922 delta=141 lo=FFED hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145266945 delta=164 lo=FFED hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145266968 delta=187 lo=FFEE hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145266991 delta=210 lo=FFEE hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145267014 delta=233 lo=FFEE hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR overflow t=0 cyc=145271553 cnt=0000 reload=FFED ctl=00C2
IRQ delay mask=0008 at=145271553 fire=145271557
IRQ fire mask=0008 cyc=145271557 ie=0008 ime=0001
CPU enter IRQ cyc=145271557 pc=03000798 cpsr=0000001F return=0300079C
TMR disable write suite=3 test=21 sub=0 info=030000AC t=145271643 counter=FFED ctrl=00C2 pending=0000 apply=145271645
TMR write control t=145271643 val=0000 apply=145271645 width=2 addr=04000102
TMR apply control t=145271645 old=00C2 new=0000 running=1 counter=FFED next=145276417
TMR disabled t=145271645 counter=FFED
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145271690 delta=45 lo=FFED hi=0000 ctrl=0000 pending=0000 pending_valid=0 apply=18446744073709551615 running=0
CPU STRH instr=E1C300B0 rd=0 rn=3 base=030000B0 addr=030000B0 val=00000000 pre=1 up=1 imm=1 wb=0
INFO write addr=030000B0 width=2 value=00000000 -> suite=3 test=21 sub=0 info=030000AC
TMR write reload t=145271748 val=FFFE apply=145271749
TMR write control t=145271748 val=00C3 apply=145271749 width=4 addr=04000102
TMR apply reload t=145271749 val=FFFE
TMR apply control t=145271749 old=0000 new=00C3 running=0 counter=FFED next=18446744073709551615
TMR enabled t=145271749 counter=FFFE reload=FFFE offset=965 next=145272833
TMR overflow t=0 cyc=145272833 cnt=0000 reload=FFFE ctl=00C3
IRQ delay mask=0008 at=145272833 fire=145272837
IRQ fire mask=0008 cyc=145272837 ie=0008 ime=0001
CPU enter IRQ cyc=145272837 pc=00000348 cpsr=2000001F return=0000034C
TMR disable write suite=3 test=21 sub=0 info=030000AC t=145272923 counter=FFFE ctrl=00C3 pending=0000 apply=145272925
TMR write control t=145272923 val=0000 apply=145272925 width=2 addr=04000102
TMR apply control t=145272925 old=00C3 new=0000 running=1 counter=FFFE next=145274881
TMR disabled t=145272925 counter=FFFE
TMR write reload t=145273024 val=FFED apply=145273025
TMR write control t=145273024 val=00C2 apply=145273025 width=4 addr=04000102
TMR apply reload t=145273025 val=FFED
TMR apply control t=145273025 old=0000 new=00C2 running=0 counter=FFFE next=18446744073709551615
TMR enabled t=145273025 counter=FFED reload=FFED offset=193 next=145277697
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145273028 delta=103 lo=FFED hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145273036 delta=111 lo=FFED hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145273044 delta=119 lo=FFED hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145273052 delta=127 lo=FFED hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145273060 delta=135 lo=FFED hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145273068 delta=143 lo=FFED hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR overflow t=0 cyc=145277697 cnt=0000 reload=FFED ctl=00C2
IRQ delay mask=0008 at=145277697 fire=145277701
IRQ fire mask=0008 cyc=145277701 ie=0008 ime=0001
CPU enter IRQ cyc=145277701 pc=03000734 cpsr=0000001F return=03000738
TMR overflow t=0 cyc=145282561 cnt=0000 reload=FFED ctl=00C2
IRQ delay mask=0008 at=145282561 fire=145282565
IRQ fire mask=0008 cyc=145282565 ie=0008 ime=0001
CPU enter IRQ cyc=145282565 pc=03000738 cpsr=0000001F return=0300073C
TMR disable write suite=3 test=21 sub=0 info=030000AC t=145282651 counter=FFED ctrl=00C2 pending=0000 apply=145282653
TMR write control t=145282651 val=0000 apply=145282653 width=2 addr=04000102
TMR apply control t=145282653 old=00C2 new=0000 running=1 counter=FFED next=145287425
TMR disabled t=145282653 counter=FFED
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145282693 delta=40 lo=FFED hi=0000 ctrl=0000 pending=0000 pending_valid=0 apply=18446744073709551615 running=0
TMR write reload t=145282704 val=FFFE apply=145282705
TMR write control t=145282704 val=00C3 apply=145282705 width=4 addr=04000102
TMR apply reload t=145282705 val=FFFE
TMR apply control t=145282705 old=0000 new=00C3 running=0 counter=FFED next=18446744073709551615
TMR enabled t=145282705 counter=FFFE reload=FFFE offset=657 next=145284097
TMR overflow t=0 cyc=145284097 cnt=0000 reload=FFFE ctl=00C3
IRQ delay mask=0008 at=145284097 fire=145284101
IRQ fire mask=0008 cyc=145284101 ie=0008 ime=0001
CPU enter IRQ cyc=145284101 pc=00000348 cpsr=2000001F return=0000034C
TMR disable write suite=3 test=21 sub=0 info=030000AC t=145284187 counter=FFFE ctrl=00C3 pending=0000 apply=145284189
TMR write control t=145284187 val=0000 apply=145284189 width=2 addr=04000102
TMR apply control t=145284189 old=00C3 new=0000 running=1 counter=FFFE next=145286145
TMR disabled t=145284189 counter=FFFE
TMR write reload t=145284288 val=FFED apply=145284289
TMR write control t=145284288 val=00C2 apply=145284289 width=4 addr=04000102
TMR apply reload t=145284289 val=FFED
TMR apply control t=145284289 old=0000 new=00C2 running=0 counter=FFFE next=18446744073709551615
TMR enabled t=145284289 counter=FFED reload=FFED offset=193 next=145288961
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145284307 delta=118 lo=FFED hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145284330 delta=141 lo=FFED hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145284353 delta=164 lo=FFED hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145284376 delta=187 lo=FFEE hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145284399 delta=210 lo=FFEE hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145284422 delta=233 lo=FFEE hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR overflow t=0 cyc=145288961 cnt=0000 reload=FFED ctl=00C2
IRQ delay mask=0008 at=145288961 fire=145288965
IRQ fire mask=0008 cyc=145288965 ie=0008 ime=0001
CPU enter IRQ cyc=145288965 pc=03000798 cpsr=0000001F return=0300079C
TMR overflow t=0 cyc=145293825 cnt=0000 reload=FFED ctl=00C2
IRQ delay mask=0008 at=145293825 fire=145293829
IRQ fire mask=0008 cyc=145293829 ie=0008 ime=0001
CPU enter IRQ cyc=145293829 pc=030007B4 cpsr=0000001F return=030007B8
TMR disable write suite=3 test=21 sub=0 info=030000AC t=145293915 counter=FFED ctrl=00C2 pending=0000 apply=145293917
TMR write control t=145293915 val=0000 apply=145293917 width=2 addr=04000102
TMR apply control t=145293917 old=00C2 new=0000 running=1 counter=FFED next=145298689
TMR disabled t=145293917 counter=FFED
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145293955 delta=38 lo=FFED hi=0000 ctrl=0000 pending=0000 pending_valid=0 apply=18446744073709551615 running=0
CPU STRH instr=E1C300B0 rd=0 rn=3 base=030000B0 addr=030000B0 val=00000000 pre=1 up=1 imm=1 wb=0
INFO write addr=030000B0 width=2 value=00000000 -> suite=3 test=21 sub=0 info=030000AC
TMR write reload t=145294013 val=FFFE apply=145294014
TMR write control t=145294013 val=00C3 apply=145294014 width=4 addr=04000102
TMR apply reload t=145294014 val=FFFE
TMR apply control t=145294014 old=0000 new=00C3 running=0 counter=FFED next=18446744073709551615
TMR enabled t=145294014 counter=FFFE reload=FFFE offset=702 next=145295361
TMR overflow t=0 cyc=145295361 cnt=0000 reload=FFFE ctl=00C3
IRQ delay mask=0008 at=145295361 fire=145295365
IRQ fire mask=0008 cyc=145295365 ie=0008 ime=0001
CPU enter IRQ cyc=145295365 pc=00000348 cpsr=2000001F return=0000034C
TMR disable write suite=3 test=21 sub=0 info=030000AC t=145295451 counter=FFFE ctrl=00C3 pending=0000 apply=145295453
TMR write control t=145295451 val=0000 apply=145295453 width=2 addr=04000102
TMR apply control t=145295453 old=00C3 new=0000 running=1 counter=FFFE next=145297409
TMR disabled t=145295453 counter=FFFE
TMR write reload t=145295552 val=FFED apply=145295553
TMR write control t=145295552 val=00C2 apply=145295553 width=4 addr=04000102
TMR apply reload t=145295553 val=FFED
TMR apply control t=145295553 old=0000 new=00C2 running=0 counter=FFFE next=18446744073709551615
TMR enabled t=145295553 counter=FFED reload=FFED offset=193 next=145300225
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145295556 delta=103 lo=FFED hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145295564 delta=111 lo=FFED hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145295572 delta=119 lo=FFED hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145295580 delta=127 lo=FFED hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145295588 delta=135 lo=FFED hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145295596 delta=143 lo=FFED hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR overflow t=0 cyc=145300225 cnt=0000 reload=FFED ctl=00C2
IRQ delay mask=0008 at=145300225 fire=145300229
IRQ fire mask=0008 cyc=145300229 ie=0008 ime=0001
CPU enter IRQ cyc=145300229 pc=03000734 cpsr=0000001F return=03000738
TMR overflow t=0 cyc=145305089 cnt=0000 reload=FFED ctl=00C2
IRQ delay mask=0008 at=145305089 fire=145305093
IRQ fire mask=0008 cyc=145305093 ie=0008 ime=0001
CPU enter IRQ cyc=145305093 pc=03000738 cpsr=0000001F return=0300073C
TMR overflow t=0 cyc=145309953 cnt=0000 reload=FFED ctl=00C2
IRQ delay mask=0008 at=145309953 fire=145309957
IRQ fire mask=0008 cyc=145309959 ie=0008 ime=0001
CPU enter IRQ cyc=145309959 pc=0300072C cpsr=0000001F return=03000730
TMR overflow t=0 cyc=145314817 cnt=0000 reload=FFED ctl=00C2
IRQ delay mask=0008 at=145314817 fire=145314821
IRQ fire mask=0008 cyc=145314822 ie=0008 ime=0001
CPU enter IRQ cyc=145314822 pc=0300072C cpsr=0000001F return=03000730
TMR disable write suite=3 test=21 sub=0 info=030000AC t=145314908 counter=FFED ctrl=00C2 pending=0000 apply=145314910
TMR write control t=145314908 val=0000 apply=145314910 width=2 addr=04000102
TMR apply control t=145314910 old=00C2 new=0000 running=1 counter=FFED next=145319681
TMR disabled t=145314910 counter=FFED
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145314947 delta=37 lo=FFED hi=0000 ctrl=0000 pending=0000 pending_valid=0 apply=18446744073709551615 running=0
TMR write reload t=145314958 val=FFFE apply=145314959
TMR write control t=145314958 val=00C3 apply=145314959 width=4 addr=04000102
TMR apply reload t=145314959 val=FFFE
TMR apply control t=145314959 old=0000 new=00C3 running=0 counter=FFED next=18446744073709551615
TMR enabled t=145314959 counter=FFFE reload=FFFE offset=143 next=145316865
TMR overflow t=0 cyc=145316865 cnt=0000 reload=FFFE ctl=00C3
IRQ delay mask=0008 at=145316865 fire=145316869
IRQ fire mask=0008 cyc=145316869 ie=0008 ime=0001
CPU enter IRQ cyc=145316869 pc=00000348 cpsr=2000001F return=0000034C
TMR disable write suite=3 test=21 sub=0 info=030000AC t=145316955 counter=FFFE ctrl=00C3 pending=0000 apply=145316957
TMR write control t=145316955 val=0000 apply=145316957 width=2 addr=04000102
TMR apply control t=145316957 old=00C3 new=0000 running=1 counter=FFFE next=145318913
TMR disabled t=145316957 counter=FFFE
TMR write reload t=145317056 val=FFED apply=145317057
TMR write control t=145317056 val=00C2 apply=145317057 width=4 addr=04000102
TMR apply reload t=145317057 val=FFED
TMR apply control t=145317057 old=0000 new=00C2 running=0 counter=FFFE next=18446744073709551615
TMR enabled t=145317057 counter=FFED reload=FFED offset=193 next=145321729
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145317075 delta=118 lo=FFED hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145317098 delta=141 lo=FFED hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145317121 delta=164 lo=FFED hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145317144 delta=187 lo=FFEE hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145317167 delta=210 lo=FFEE hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145317190 delta=233 lo=FFEE hi=00C2 ctrl=00C2 pending=00C2 pending_valid=0 apply=18446744073709551615 running=1
TMR overflow t=0 cyc=145321729 cnt=0000 reload=FFED ctl=00C2
IRQ delay mask=0008 at=145321729 fire=145321733
IRQ fire mask=0008 cyc=145321733 ie=0008 ime=0001
CPU enter IRQ cyc=145321733 pc=03000798 cpsr=0000001F return=0300079C
TMR overflow t=0 cyc=145326593 cnt=0000 reload=FFED ctl=00C2
IRQ delay mask=0008 at=145326593 fire=145326597
IRQ fire mask=0008 cyc=145326597 ie=0008 ime=0001
CPU enter IRQ cyc=145326597 pc=030007B4 cpsr=0000001F return=030007B8
TMR overflow t=0 cyc=145331457 cnt=0000 reload=FFED ctl=00C2
IRQ delay mask=0008 at=145331457 fire=145331461
IRQ fire mask=0008 cyc=145331463 ie=0008 ime=0001
CPU enter IRQ cyc=145331463 pc=0300077C cpsr=0000001F return=03000780
TMR overflow t=0 cyc=145336321 cnt=0000 reload=FFED ctl=00C2
IRQ delay mask=0008 at=145336321 fire=145336325
IRQ fire mask=0008 cyc=145336325 ie=0008 ime=0001
CPU enter IRQ cyc=145336325 pc=03000790 cpsr=0000001F return=03000794
TMR disable write suite=3 test=21 sub=0 info=030000AC t=145336411 counter=FFED ctrl=00C2 pending=0000 apply=145336413
TMR write control t=145336411 val=0000 apply=145336413 width=2 addr=04000102
TMR apply control t=145336413 old=00C2 new=0000 running=1 counter=FFED next=145341185
TMR disabled t=145336413 counter=FFED
TMR read32 after disable suite=3 test=21 sub=0 info=030000AC t=145336460 delta=47 lo=FFED hi=0000 ctrl=0000 pending=0000 pending_valid=0 apply=18446744073709551615 running=0
CPU enter IRQ cyc=145336518 pc=0300082E cpsr=2000003F return=03000832
CPU enter IRQ cyc=145420358 pc=0802AA9C cpsr=6000003F return=0802AAA0
CPU enter IRQ cyc=145701249 pc=08024944 cpsr=0000003F return=08024948
CPU enter IRQ cyc=145982148 pc=080229D6 cpsr=6000003F return=080229DA
8b, 0x0011 16xs 1d 2i
[DBG] 16xs 1d 2i: Got 000016F0 vs 000016E0: FAIL
[DBG] PASS: 8b, 0x0011 1xv 1d 2i
[DBG] PASS: 8b, 0x0011 16xv 1d 2i
[DBG] FAIL: 8b, 0x0011 1xs 2d 2i
[DBG] 1xs 2d 2i: Got 0000041C vs 0000041B: FAIL
[DBG] PASS: 8b, 0x0011 16xs 2d 2i
[DBG] PASS: 8b, 0x0011 1xv 2d 2i
[DBG] PASS: 8b, 0x0011 16xv 2d 2i
[DBG] FAIL: 8b, 0x0011 1xs 4d 2i
[DBG] 1xs 4d 2i: Got 0000041B vs 0000041A: FAIL
[DBG] PASS: 8b, 0x0011 16xs 4d 2i
[DBG] PASS: 8b, 0x0011 1xv 4d 2i
[DBG] PASS: 8b, 0x0011 16xv 4d 2i
[DBG] FAIL: 8b, 0x0011 1xs 1d 4i
[DBG] 1xs 1d 4i: Got 0000083F vs 0000083E: FAIL
[DBG] FAIL: 8b, 0x0011 16xs 1d 4i
[DBG] 16xs 1d 4i: Got 00002DF0 vs 00002DE0: FAIL
[DBG] PASS: 8b, 0x0011 1xv 1d 4i
[DBG] PASS: 8b, 0x0011 16xv 1d 4i
[DBG] FAIL: 8b, 0x0011 1xs 2d 4i
[DBG] 1xs 2d 4i: Got 0000083E vs 0000083D: FAIL
[DBG] PASS: 8b, 0x0011 16xs 2d 4i
[DBG] PASS: 8b, 0x0011 1xv 2d 4i
[DBG] PASS: 8b, 0x0011 16xv 2d 4i
[DBG] FAIL: 8b, 0x0011 1xs 4d 4i
[DBG] 1xs 4d 4i: Got 0000083D vs 0000083C: FAIL
[DBG] PASS: 8b, 0x0011 16xs 4d 4i
[DBG] PASS: 8b, 0x0011 1xv 4d 4i
[DBG] PASS: 8b, 0x0011 16xv 4d 4i
[DBG] Timer count-up test: 8b, 0x0012
[DBG] FAIL: 8b, 0x0012 1xs 1d 1i
[DBG] 1xs 1d 1i: Got 0000022C vs 0000022B: FAIL
[DBG] FAIL: 8b, 0x0012 16xs 1d 1i
[DBG] 16xs 1d 1i: Got 00000C20 vs 00000C10: FAIL
[DBG] PASS: 8b, 0x0012 1xv 1d 1i
[DBG] PASS: 8b, 0x0012 16xv 1d 1i
[DBG] PASS: 8b, 0x0012 1xs 2d 1i
[DBG] PASS: 8b, 0x0012 16xs 2d 1i
[DBG] PASS: 8b, 0x0012 1xv 2d 1i
[DBG] PASS: 8b, 0x0012 16xv 2d 1i
[DBG] FAIL: 8b, 0x0012 1xs 4d 1i
[DBG] 1xs 4d 1i: Got 0000022A vs 00000229: FAIL
[DBG] PASS: 8b, 0x0012 16xs 4d 1i
[DBG] PASS: 8b, 0x0012 1xv 4d 1i
[DBG] PASS: 8b, 0x0012 16xv 4d 1i
[DBG] FAIL: 8b, 0x0012 1xs 1d 2i
[DBG] 1xs 1d 2i: Got 0000045D vs 0000045C: FAIL
[DBG] PASS: 8b, 0x0012 16xs 1d 2i
[DBG] PASS: 8b, 0x0012 1xv 1d 2i
[DBG] PASS: 8b, 0x0012 16xv 1d 2i
[DBG] FAIL: 8b, 0x0012 1xs 2d 2i
[DBG] 1xs 2d 2i: Got 0000045C vs 0000045B: FAIL
[DBG] FAIL: 8b, 0x0012 16xs 2d 2i
[DBG] 16xs 2d 2i: Got 00001850 vs 00001840: FAIL
[DBG] PASS: 8b, 0x0012 1xv 2d 2i
[DBG] PASS: 8b, 0x0012 16xv 2d 2i
[DBG] FAIL: 8b, 0x0012 1xs 4d 2i
[DBG] 1xs 4d 2i: Got 0000045B vs 0000045A: FAIL
[DBG] PASS: 8b, 0x0012 16xs 4d 2i
[DBG] PASS: 8b, 0x0012 1xv 4d 2i
[DBG] PASS: 8b, 0x0012 16xv 4d 2i
[DBG] FAIL: 8b, 0x0012 1xs 1d 4i
[DBG] 1xs 1d 4i: Got 000008BF vs 000008BE: FAIL
[DBG] PASS: 8b, 0x0012 16xs 1d 4i
[DBG] PASS: 8b, 0x0012 1xv 1d 4i
[DBG] PASS: 8b, 0x0012 16xv 1d 4i
[DBG] FAIL: 8b, 0x0012 1xs 2d 4i
[DBG] 1xs 2d 4i: Got 000008BE vs 000008BD: FAIL
[DBG] FAIL: 8b, 0x0012 16xs 2d 4i
[DBG] 16xs 2d 4i: Got 000030B0 vs 000030A0: FAIL
[DBG] PASS: 8b, 0x0012 1xv 2d 4i
[DBG] PASS: 8b, 0x0012 16xv 2d 4i
[DBG] FAIL: 8b, 0x0012 1xs 4d 4i
[DBG] 1xs 4d 4i: Got 000008BD vs 000008BC: FAIL
[DBG] PASS: 8b, 0x0012 16xs 4d 4i
[DBG] PASS: 8b, 0x0012 1xv 4d 4i
[DBG] PASS: 8b, 0x0012 16xv 4d 4i
[DBG] Timer count-up test: 8b, 0x0013
[DBG] FAIL: 8b, 0x0013 1xs 1d 1i
[DBG] 1xs 1d 1i: Got 0000024C vs 0000024B: FAIL
[DBG] PASS: 8b, 0x0013 16xs 1d 1i
[DBG] PASS: 8b, 0x0013 1xv 1d 1i
[DBG] PASS: 8b, 0x0013 16xv 1d 1i
[DBG] PASS: 8b, 0x0013 1xs 2d 1i
[DBG] FAIL: 8b, 0x0013 16xs 2d 1i
[DBG] 16xs 2d 1i: Got 00000CD0 vs 00000CC0: FAIL
[DBG] PASS: 8b, 0x0013 1xv 2d 1i
[DBG] PASS: 8b, 0x0013 16xv 2d 1i
[DBG] FAIL: 8b, 0x0013 1xs 4d 1i
[DBG] 1xs 4d 1i: Got 0000024A vs 00000249: FAIL
[DBG] PASS: 8b, 0x0013 16xs 4d 1i
[DBG] PASS: 8b, 0x0013 1xv 4d 1i
[DBG] PASS: 8b, 0x0013 16xv 4d 1i
[DBG] FAIL: 8b, 0x0013 1xs 1d 2i
[DBG] 1xs 1d 2i: Got 0000049D vs 0000049C: FAIL
[DBG] PASS: 8b, 0x0013 16xs 1d 2i
[DBG] PASS: 8b, 0x0013 1xv 1d 2i
[DBG] PASS: 8b, 0x0013 16xv 1d 2i
[DBG] FAIL: 8b, 0x0013 1xs 2d 2i
[DBG] 1xs 2d 2i: Got 0000049C vs 0000049B: FAIL
[DBG] PASS: 8b, 0x0013 16xs 2d 2i
[DBG] PASS: 8b, 0x0013 1xv 2d 2i
[DBG] PASS: 8b, 0x0013 16xv 2d 2i
[DBG] FAIL: 8b, 0x0013 1xs 4d 2i
[DBG] 1xs 4d 2i: Got 0000049B vs 0000049A: FAIL
[DBG] PASS: 8b, 0x0013 16xs 4d 2i
[DBG] PASS: 8b, 0x0013 1xv 4d 2i
[DBG] PASS: 8b, 0x0013 16xv 4d 2i
[DBG] FAIL: 8b, 0x0013 1xs 1d 4i
[DBG] 1xs 1d 4i: Got 0000093F vs 0000093E: FAIL
[DBG] FAIL: CPU enter IRQ cyc=146263040 pc=08027E94 cpsr=2000003F return=08027E98
INFO write addr=030000B2 width=1 value=00000016 -> suite=3 test=22 sub=0 info=030000AC
CPU STRH instr=E1C300B0 rd=0 rn=3 base=030000B0 addr=030000B0 val=00000000 pre=1 up=1 imm=1 wb=0
INFO write addr=030000B0 width=2 value=00000000 -> suite=3 test=22 sub=0 info=030000AC
TMR write reload t=146486325 val=FFFE apply=146486326
TMR write control t=146486325 val=00C3 apply=146486326 width=4 addr=04000102
TMR apply reload t=146486326 val=FFFE
TMR apply control t=146486326 old=0000 new=00C3 running=0 counter=FFED next=18446744073709551615
TMR enabled t=146486326 counter=FFFE reload=FFFE offset=54 next=146488321
TMR overflow t=0 cyc=146488321 cnt=0000 reload=FFFE ctl=00C3
IRQ delay mask=0008 at=146488321 fire=146488325
IRQ fire mask=0008 cyc=146488325 ie=0008 ime=0001
CPU enter IRQ cyc=146488325 pc=00000348 cpsr=2000001F return=0000034C
