=== GBA Test Suite Runner ===
ROM:  tests/assets/roms/suite.gba
BIOS: tests/assets/roms/gba_bios.bin
Booting...
TMR write reload t=1249 val=0000 apply=1250
TMR write control t=1249 val=0000 apply=1250 width=4 addr=04000102
TMR apply reload t=1250 val=0000
TMR apply control t=1250 old=0000 new=0000 running=0 counter=0000 next=18446744073709551615
TMR disabled t=1250 counter=0000
TMR write control t=1405047 val=0000 apply=1405048 width=2 addr=04000102
TMR apply control t=1405048 old=0000 new=0000 running=0 counter=0000 next=18446744073709551615
TMR disabled t=1405048 counter=0000
TMR write reload t=1405223 val=FB1A apply=1405224
TMR apply reload t=1405224 val=FB1A
TMR write control t=1600379 val=0080 apply=1600380 width=2 addr=04000102
TMR apply control t=1600380 old=0000 new=0080 running=0 counter=0000 next=18446744073709551615
TMR enabled t=1600380 counter=FB1A reload=FB1A offset=0 next=1601635
TMR overflow t=0 cyc=8311791 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8313045 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8314299 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8315553 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8316807 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8318061 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8319315 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8320569 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8321823 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8323077 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8324331 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8325585 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8326839 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8328093 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8329347 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8330601 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8331855 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8333109 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8334363 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8335617 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8336871 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8338125 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8339379 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8340633 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8341887 cnt=0000 reload=FB1A ctl=0080
CPU enter IRQ cyc=8343104 pc=00000348 cpsr=6000005F return=0000034C
TMR overflow t=0 cyc=8343141 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8344395 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8345649 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8346903 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8348157 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8349411 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8350665 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8351919 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8353173 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8354427 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8355681 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8356935 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8358189 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8359443 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8360697 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8361951 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8363205 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8364459 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8365713 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8366967 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8368221 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8369475 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8370729 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8371983 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8373237 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8374491 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8375745 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8376999 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8378253 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8379507 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8380761 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8382015 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8383269 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8384523 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8385777 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8387031 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8388285 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8389539 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8390793 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8392047 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8393301 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8394555 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8395809 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8397063 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8398317 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8399571 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8400825 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8402079 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8403333 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8404587 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8405841 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8407095 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8408349 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8409603 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8410857 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8412111 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8413365 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8414619 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8415873 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8417127 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8418381 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8419635 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8420889 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8422143 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8423397 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8424651 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8425905 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8427159 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8428413 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8429667 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8430921 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8432175 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8433429 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8434683 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8435937 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8437191 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8438445 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8439699 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8440953 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8442207 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8443461 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8444715 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8445969 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8447223 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8448477 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8449731 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8450985 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8452239 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8453493 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8454747 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8456001 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8457255 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8458509 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8459763 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8461017 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8462271 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8463525 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8464779 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8466033 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8467287 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8468541 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8469795 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8471049 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8472303 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8473557 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8474811 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8476065 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8477319 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8478573 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8479827 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8481081 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8482335 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8483589 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8484843 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8486097 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8487351 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8488605 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8489859 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8491113 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8492367 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8493621 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8494875 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8496129 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8497383 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8498637 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8499891 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8501145 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8502399 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8503653 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8504907 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8506161 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8507415 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8508669 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8509923 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8511177 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8512431 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8513685 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8514939 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8516193 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8517447 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8518701 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8519955 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8521209 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8522463 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8523717 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8524971 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8526225 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8527479 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8528733 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8529987 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8531241 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8532495 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8533749 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8535003 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8536257 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8537511 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8538765 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8540019 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8541273 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8542527 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8543781 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8545035 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8546289 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8547543 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8548797 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8550051 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8551305 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8552559 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8553813 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8555067 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8556321 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8557575 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8558829 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8560083 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8561337 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8562591 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8563845 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8565099 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8566353 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8567607 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8568861 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8570115 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8571369 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8572623 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8573877 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8575131 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8576385 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8577639 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8578893 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8580147 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8581401 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8582655 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8583909 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8585163 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8586417 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8587671 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8588925 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8590179 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8591433 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8592687 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8593941 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8595195 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8596449 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8597703 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8598957 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8600211 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8601465 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8602719 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8603973 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8605227 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8606481 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8607735 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8608989 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8610243 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8611497 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8612751 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8614005 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8615259 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8616513 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8617767 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8619021 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8620275 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8621529 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8622783 cnt=0000 reload=FB1A ctl=0080
CPU enter IRQ cyc=8624000 pc=00000348 cpsr=6000005F return=0000034C
TMR overflow t=0 cyc=8624037 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8625291 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8626545 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8627799 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8629053 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8630307 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8631561 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8632815 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8634069 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8635323 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8636577 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8637831 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8639085 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8640339 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8641593 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8642847 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8644101 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8645355 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8646609 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8647863 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8649117 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8650371 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8651625 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8652879 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8654133 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8655387 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8656641 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8657895 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8659149 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8660403 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8661657 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8662911 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8664165 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8665419 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8666673 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8667927 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8669181 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8670435 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8671689 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8672943 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8674197 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8675451 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8676705 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8677959 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8679213 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8680467 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8681721 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8682975 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8684229 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8685483 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8686737 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8687991 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8689245 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8690499 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8691753 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8693007 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8694261 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8695515 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8696769 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8698023 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8699277 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8700531 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8701785 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8703039 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8704293 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8705547 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8706801 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8708055 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8709309 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8710563 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8711817 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8713071 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8714325 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8715579 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8716833 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8718087 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8719341 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8720595 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8721849 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8723103 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8724357 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8725611 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8726865 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8728119 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8729373 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8730627 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8731881 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8733135 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8734389 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8735643 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8736897 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8738151 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8739405 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8740659 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8741913 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=8743167 cnt=0000 reload=FB1A ctl=0080
